-0.49787,0.3843,0.13117,0.21946,0.30014,0.51005,0.042241,0.13142,0.38039,0.038509,0.5553,-0.17545,0.26469,0.15828,0.12489,0.14428,-0.16088,0.13742,-0.28437,0.19049,-0.30225,-0.0059616,-0.47684,-0.10837,0.078482,0.036213,0.12251,-0.40723,0.034568,0.084656,-0.061393,0.13631,0.031226,-0.021412,-0.22773,-0.13043,-0.015662,-0.35456,0.14751,-0.54237,0.20167,-0.18239,-0.68666,-0.11103,-0.14773,0.37206,-0.051753,-0.0082381,0.045016,0.097992,-0.06712,0.30494,-0.098653,0.069522,0.40413,-0.093948,0.34734,0.00032317,-0.39627,-0.088129,-0.096936,0.0053366,0.24655,-0.24712,0.37607,-0.10755,0.22317,-0.3133,-0.24549,-0.28207,0.18091,-0.029777,0.3553,0.30272,-0.026827,0.16926,-0.14089,-0.21203,-0.24794,-0.28092,0.15732,-0.045542,-0.22778,0.21454,0.074348,0.44343,0.047237,0.054023,0.47487,0.19887,0.50466,-0.26011,0.22844,-0.62978,-0.51516,-0.021934,-0.1786,-0.31845,0.088217,0.56592,0.19134,-0.43841,0.20702,0.00052037,-0.20812,0.18348,-0.17472,-0.31428,0.18941,0.51903,-0.13754,-0.33469,-0.027926,-0.30495,0.099437,0.42168,-0.10855,0.092995,-0.42357,0.11799,3.2565e-06,0.11409,0.00035284,0.014168,-0.27668,0.15821,0.62818,0
-0.53317,0.30193,-0.22091,0.3715,-0.40691,0.32255,-0.24673,-0.16251,-0.044109,0.23019,0.50588,0.33253,0.37565,0.36753,0.043065,0.22761,0.84088,0.24844,-0.036649,0.28389,-0.15745,0.30926,-0.0012832,0.2696,0.31382,0.67931,-0.27324,0.015829,0.15375,0.38605,0.27338,0.35497,-0.7646,0.13713,-0.48147,0.4266,-0.035995,0.011351,-0.050503,-0.53373,-0.43539,-0.4051,-0.60331,-0.51363,-0.1887,-0.75151,-0.24721,0.45821,0.10063,-0.027784,-0.2681,-0.24322,-0.51605,0.20171,0.24257,-0.47265,0.28353,0.14488,-0.16195,0.39499,-0.23903,0.32365,-0.30425,0.083605,0.23475,-0.23892,-0.52501,-0.25296,0.35931,-0.24179,0.41646,-0.21198,0.055042,0.11524,0.68123,0.21518,-0.025887,0.0086715,0.78423,0.0051934,-0.030182,-0.19367,-0.28091,0.1918,-0.19466,-0.089164,-0.11197,0.32577,0.04629,-0.22954,0.20259,-0.40471,0.12369,0.12077,-0.057098,0.53617,0.23509,-0.48971,0.041622,0.19338,-0.14614,-0.25846,0.18251,-0.061262,-0.82024,-0.050582,-0.28117,-0.30117,0.3112,0.12901,-0.0479,0.068774,0.063943,0.0036973,0.22254,0.13172,-0.1823,0.16905,-0.043314,0.36105,3.5051e-06,0.017334,0.0012956,0.014762,-0.23771,0.1883,0.59023,0
-0.53209,-0.35457,-0.01715,-0.4092,-0.0031445,-0.5026,-0.093909,-0.017818,0.61389,0.43049,0.50032,0.54654,-0.20204,0.61173,-0.11891,0.26704,0.12983,0.51538,0.17677,0.25915,0.1741,0.31836,0.43306,-0.37565,0.369,0.039523,0.54762,0.036009,0.51984,-0.47712,0.686,0.034222,0.29107,0.55908,0.56312,-0.068544,0.19535,-0.46172,-0.25661,-0.57249,-0.73353,-0.089992,0.15863,0.53886,-0.1601,-0.43557,-0.50579,-0.34125,0.012211,-0.31844,-0.0034116,-0.33909,-0.15994,-0.49635,-0.060259,-0.099944,0.4831,-0.16053,-0.32419,-0.091281,-0.62044,-0.45981,0.10188,-0.22829,0.53959,0.15631,-0.2766,-0.23527,-0.17434,-0.26282,0.13117,-0.14716,0.11634,0.18586,0.15231,0.21494,-0.10637,-0.18047,0.24874,-0.65965,0.035362,0.54803,0.15288,0.57099,-0.0052928,0.011487,-0.12114,0.072337,0.11973,-0.063027,0.24635,0.060197,0.36075,-0.11435,-0.34091,-0.10853,-0.08242,-0.036666,0.26037,0.3593,-0.13663,-0.34499,0.069921,0.045843,0.095435,0.48222,-0.38139,-0.78943,0.29322,0.53221,0.2459,-0.13706,-0.36082,0.19531,0.269,-0.076649,-0.27804,-0.14592,-0.13853,0.017767,3.7059e-06,0.17856,-0.00025939,0.013603,-0.12304,0.27261,0.56204,0
-0.60072,-0.099281,-0.337,0.099189,-0.22865,-0.010532,-0.31136,0.16149,0.21102,0.32759,0.43863,-0.025823,0.23939,0.23286,0.30071,0.39369,-0.020443,0.3452,0.081899,0.12963,-0.10199,0.49081,0.12344,0.32566,0.32666,0.5393,0.20829,0.20451,-0.023193,-0.12675,0.10623,0.43318,0.065704,0.63128,-0.082004,0.087894,0.011282,0.028893,-0.09726,-0.33611,-0.082252,-0.42456,-0.011455,0.35873,-0.14,-0.043355,-0.2165,0.045092,-0.056538,-0.13953,-0.55591,-0.18744,-0.6127,-0.16327,0.082493,0.15609,0.16154,-0.021878,-0.45544,-0.030703,-0.3771,-0.16298,-0.1337,-0.15522,0.0060733,0.090493,-0.12845,-0.014522,-0.19033,-0.40788,-0.1689,-0.30004,-0.064834,0.31895,0.21367,0.11684,-0.11382,-0.091045,0.21009,-0.26017,-0.062203,0.34994,-0.070575,0.29988,-0.047528,0.0083639,-0.21178,0.13061,0.10865,-0.13739,0.33731,0.17091,0.25563,-0.054028,-0.52588,-0.081353,0.048838,0.035257,0.2529,0.23493,0.13191,-0.36479,-0.16165,0.20877,0.17225,0.32819,-0.13196,-0.45101,-0.093453,0.41475,0.16549,-0.29043,-0.2336,0.072636,-0.10142,-0.29783,0.038044,-0.24099,0.022614,0.27652,4.1142e-06,0.041677,0.00056418,0.014544,-0.19667,0.21916,0.52074,0
-0.24057,0.11679,0.28905,0.2393,0.34979,0.12384,-0.053157,-0.23933,-0.38442,-0.15803,-0.85883,0.31524,-0.098657,0.52021,0.395,0.18015,-0.34938,-0.33957,-0.060875,-0.15838,-0.075487,-0.074089,0.58265,0.18616,0.67837,0.32721,0.32879,0.0025364,-0.056788,-0.19586,0.45031,-0.35187,-0.071068,-0.13228,-0.25569,0.18418,0.12648,0.42251,0.2002,0.50284,-0.42755,0.16805,-0.5097,0.14877,0.029863,0.32083,0.4045,-0.063681,0.29708,-0.53531,-0.067702,-0.32859,-0.17555,-0.055913,-0.0050822,-0.34343,0.27411,-0.24253,-0.33977,0.34879,-0.30221,0.54923,-0.016774,-0.15048,-0.10342,-0.012615,0.13678,-0.21309,-0.169,0.27992,-0.101,0.10087,-0.22676,-0.12206,-0.069225,-0.027835,-0.080573,-0.044446,0.17708,0.27676,-0.13627,-0.20058,-0.41214,-0.36405,-0.22847,0.16743,-0.024487,0.0022222,0.15574,-0.13039,-0.051025,0.48614,-0.36731,-0.29248,0.4436,0.19765,0.09066,-0.29117,-0.44822,0.09984,0.091917,0.07801,-0.30861,-0.26896,0.10189,-0.18692,-0.10043,0.21893,0.20714,-0.23655,-0.2874,-0.13888,0.54434,-0.098046,0.17693,0.092752,0.038424,-0.41445,-0.34914,0.46742,2.5519e-06,0.15542,0.0004541,0.013783,-0.37379,0.07952,0.66952,0
-0.42013,-0.095089,-0.36582,-0.014135,-0.24401,0.22538,0.033687,0.20974,0.4457,0.18305,0.37681,0.12221,0.0372,0.50669,0.14272,0.61076,0.30735,0.35786,-0.22056,0.25354,0.1401,0.082346,0.11537,-0.034929,0.051967,0.089922,0.4219,-0.024895,0.075491,-0.25978,0.43094,0.01737,0.012737,0.5442,-0.18144,-0.15718,-0.029194,-0.50461,-0.0032291,-0.38853,-0.27065,-0.15645,0.046772,0.23572,-0.40186,-0.10953,-0.52264,0.043315,0.16558,-0.14351,0.14613,-0.32722,-0.095986,-0.38347,-0.25627,-0.40005,0.27676,-0.0023716,-0.030126,0.00944,-0.23527,-0.083593,0.30869,-0.13088,0.65757,0.027796,-0.20602,-0.31346,0.011048,0.16686,0.04369,0.086698,-0.059487,0.033727,0.57562,0.083219,-0.13641,-0.15894,0.61699,0.02292,-0.064104,0.19764,-0.22531,0.011165,-0.28827,-0.16079,0.097,0.48913,0.52699,-0.34317,-0.25308,-0.21981,-0.16735,-0.093678,0.17761,0.39297,0.037793,-0.40287,-0.14002,-0.12801,-0.048876,0.28516,0.089962,-0.34503,-0.40679,-0.013606,-0.41606,0.13741,-0.23361,-0.45178,-0.17528,0.1918,0.40813,-0.18537,-0.021056,0.55878,0.0576,-0.24855,0.11402,-0.24415,3.327e-06,0.062048,-0.00050191,0.014369,0.024466,0.37332,0.62468,0
-0.42048,-0.29761,0.18392,0.012959,0.36343,-0.069951,-0.12051,-0.028625,0.13206,0.011382,0.14056,0.24659,0.11289,0.26208,-0.031848,0.43996,0.030746,0.32866,0.24341,-0.076349,0.37757,-0.20222,0.51288,-0.52017,0.38863,-0.089004,0.17222,-0.11229,-0.084628,-0.22999,0.38177,-0.42203,-0.074822,-0.21978,-0.3779,-0.022848,-0.068786,0.17158,-0.11405,0.062501,-0.32528,-0.042691,-0.10275,0.049636,-0.50843,0.04459,0.18183,-0.15983,0.47199,-0.29224,0.47215,-0.010239,-0.068561,-0.0032226,0.23929,0.39184,0.15192,0.03297,0.023513,0.0099022,0.14383,-0.1752,0.076844,-0.18186,-0.27387,-0.2946,-0.28054,-0.16969,-0.10114,0.40457,-0.066675,-0.38537,0.22448,-0.42599,0.41718,0.040554,-0.018252,0.21722,-0.16895,-0.23193,-0.1408,0.13883,-0.11444,0.069906,-0.4919,0.081028,0.21257,0.017793,0.075132,0.11132,-0.23384,0.58045,0.52104,0.16657,-0.097383,-0.097439,-0.18047,-0.019467,0.081284,-0.1388,-0.27756,-0.25726,-0.22973,0.19726,0.33354,0.37916,-0.13636,-0.17734,0.12112,0.23625,-0.67121,-0.12809,0.53177,0.13972,-0.2505,-0.013314,0.43025,-0.6242,-0.020132,0.13055,3.1812e-06,0.19823,0.00018234,0.013491,-0.10065,0.28841,0.6346,0
-0.50163,0.11046,-0.35278,0.17825,-0.44067,0.23461,-0.098485,0.027057,0.12202,-0.084543,0.099284,0.18597,0.23944,0.52327,0.32913,0.35893,0.18973,0.21023,0.02228,0.52085,-0.11846,0.18808,0.033605,0.29836,0.24775,0.60722,0.16442,-0.34783,-0.057632,0.19501,0.23293,0.098992,-0.2127,0.44265,-0.5076,0.26175,0.049434,-0.15746,0.20756,-0.44342,-0.24747,-0.23697,-0.39085,-0.2207,-0.28381,-0.1414,-0.11803,0.062374,-0.096034,0.088108,-0.29621,-0.029584,-0.30441,-0.044201,0.069417,-0.078382,0.24107,0.09147,-0.40469,0.19886,-0.38601,0.20938,-0.11535,-0.27254,0.33087,-0.045544,-0.21839,-0.31573,0.023259,-0.11495,0.15114,-0.08743,0.025026,0.27748,0.3145,0.3024,0.052705,0.056903,0.34716,-0.10558,0.075506,0.022312,-0.39347,0.29675,-0.41409,-0.030927,-0.024514,-0.056719,0.2239,-0.031147,0.29634,-0.33235,0.031512,0.043065,0.1007,-0.1175,0.15655,-0.18032,-0.12446,-0.19654,-0.11959,-0.16286,0.14874,-0.029341,-0.2587,-0.1202,-0.21667,0.30205,0.13907,0.030788,-0.40874,-0.018626,0.1004,-0.37366,-0.12954,0.33449,0.52978,-0.30888,0.1532,0.00096747,3.27e-06,0.021415,0.00018044,0.014664,-0.27897,0.15642,0.64736,0
-0.44252,0.083636,-0.22607,0.60803,-0.24925,0.43415,-0.057211,0.23168,0.45523,0.1524,0.19263,-0.14795,-0.11227,0.38297,0.10599,0.25608,0.79971,0.2077,-0.71068,0.15624,-0.10294,0.2651,0.046912,-0.20934,-0.48941,-0.070971,0.067122,0.14296,-0.0092915,-0.49431,-0.1626,0.28741,-0.16574,0.74411,-0.92277,0.046081,-0.23502,-0.18325,0.18741,-0.52622,-0.069777,-0.18174,-0.42118,0.050069,0.012242,-0.02246,-0.12083,0.53208,-0.2031,-0.091698,-0.23187,0.17541,0.15977,0.40321,0.040653,-0.39801,0.38394,-0.048002,-0.54806,0.32375,-0.49578,0.64852,0.15118,0.083514,0.31966,0.20461,0.17036,-0.23213,-0.15235,-0.39143,-0.039347,-0.065915,-0.076116,0.3978,0.28467,0.44153,0.095685,-0.2605,0.051213,-0.3213,0.12202,0.50385,-0.29308,0.21642,-0.011749,-0.059412,-0.22869,0.26693,0.14865,-0.064183,0.10041,-0.0092142,0.24375,-0.70877,-0.26255,0.13511,0.20373,0.07593,0.012059,0.15807,-0.17308,-0.32062,0.61657,0.0010925,0.11426,0.2054,-0.53382,-0.22878,0.32813,0.13948,0.12252,-0.015081,-0.1256,0.20955,0.1838,-0.16506,-0.19544,0.2014,0.17624,0.36677,3.0606e-06,0.060074,0.00051434,0.014406,-0.26253,0.16923,0.68356,0
-0.32394,0.10687,0.38266,0.9249,0.22765,0.028193,0.21312,-0.13828,0.29715,0.047851,-0.31877,0.037637,-0.10296,0.21385,0.17532,0.44721,-0.030307,0.11812,-0.91335,-0.73264,-0.16537,-0.47628,-0.23191,-0.60829,0.20224,-0.12318,0.85346,-0.15154,0.53237,-0.089989,0.16373,-0.75855,0.032764,0.51759,-0.16319,0.19502,0.64181,0.21905,0.56165,0.52794,-0.49939,0.34841,0.2401,0.2682,-0.83024,0.067457,0.29176,0.47849,0.68625,-0.2579,0.14973,-0.91903,-0.1612,-0.52787,-0.08471,-0.51358,0.19917,0.28631,0.51786,-0.028323,-0.21362,-0.22779,-0.29187,-0.38507,-0.51373,-0.68406,-0.095248,0.50105,-0.082484,0.045312,-0.14942,-0.35991,-0.25114,-0.073528,0.73813,-0.5456,0.085099,0.71035,0.26178,-0.35278,-0.15455,-0.31427,-0.32722,0.0012822,-0.5897,0.40259,0.36774,-0.39352,0.28067,-0.40289,-0.55649,0.5165,0.4546,-0.2353,-0.067635,-0.47381,-0.40876,0.049762,0.037617,0.16803,-0.074324,-0.010043,0.1443,-0.62242,0.109,-0.10535,-0.42981,0.19956,0.11963,-0.2348,-0.72193,0.0032902,0.63052,0.096486,0.1726,0.043283,-0.056769,0.53686,0.23626,0.55427,2.9856e-06,0.17471,0.00034449,0.013815,-0.0023031,0.35561,0.63446,0
