0.201659 0.712270
-1.000000 1.000000
0.434625 0.737468
1.000000 -1.000000
0.270127 0.350169
1.000000 -1.000000
0.344335 0.861387
-1.000000 1.000000
0.551939 0.830532
-1.000000 1.000000
0.098556 0.668841
-1.000000 1.000000
0.964377 0.630130
-1.000000 1.000000
0.564939 0.195009
-1.000000 1.000000
0.718992 0.669045
1.000000 -1.000000
0.531731 0.234049
1.000000 -1.000000
0.211395 0.541755
1.000000 -1.000000
0.504595 0.747227
1.000000 -1.000000
0.101564 0.797218
-1.000000 1.000000
0.415183 0.596503
1.000000 -1.000000
0.083719 0.725106
-1.000000 1.000000
0.099084 0.251108
-1.000000 1.000000
0.808924 0.515260
-1.000000 1.000000
0.628693 0.740710
1.000000 -1.000000
0.682137 0.345211
1.000000 -1.000000
0.529850 0.207523
1.000000 -1.000000
0.711140 0.218363
-1.000000 1.000000
0.411987 0.480708
1.000000 -1.000000
0.218213 0.405444
1.000000 -1.000000
0.947471 0.644975
-1.000000 1.000000
0.162666 0.288693
-1.000000 1.000000
0.550834 0.813613
-1.000000 1.000000
0.185744 0.793875
-1.000000 1.000000
0.384073 0.584818
1.000000 -1.000000
0.146806 0.155278
-1.000000 1.000000
0.634902 0.844725
-1.000000 1.000000
0.590832 0.231762
1.000000 -1.000000
0.334961 0.284601
1.000000 -1.000000
0.089014 0.613902
-1.000000 1.000000
0.598722 0.126278
-1.000000 1.000000
0.057634 0.660604
-1.000000 1.000000
0.502851 0.035382
-1.000000 1.000000
0.913497 0.273770
-1.000000 1.000000
0.628029 0.032552
-1.000000 1.000000
0.099587 0.574972
-1.000000 1.000000
0.249182 0.847862
-1.000000 1.000000
0.471983 0.684711
1.000000 -1.000000
0.357535 0.707524
1.000000 -1.000000
0.686122 0.043066
-1.000000 1.000000
0.870858 0.825492
-1.000000 1.000000
0.474472 0.114552
-1.000000 1.000000
0.839980 0.659858
-1.000000 1.000000
0.617992 0.375972
1.000000 -1.000000
0.672417 0.064647
-1.000000 1.000000
0.126893 0.669721
-1.000000 1.000000
0.635442 0.889049
-1.000000 1.000000
0.857783 0.285350
-1.000000 1.000000
0.411073 0.855870
-1.000000 1.000000
0.124302 0.749106
-1.000000 1.000000
0.517695 0.430722
1.000000 -1.000000
0.321116 0.405628
1.000000 -1.000000
0.466145 0.097460
-1.000000 1.000000
0.722492 0.226028
-1.000000 1.000000
0.570421 0.249897
1.000000 -1.000000
0.245782 0.662826
-1.000000 1.000000
0.661268 0.962919
