1.000000,1.000000,1.000000
0.993561,0.992042,1.000000
0.981237,0.987513,1.000000
1.047740,0.947601,1.000000
0.974662,1.015905,1.000000
0.980316,0.967593,1.000000
0.965676,0.974513,1.000000
0.991702,0.999165,1.000000
0.930240,0.983089,1.000000
1.082986,0.989679,1.000000
1.060009,1.071286,1.000000
1.075164,0.944280,1.000000
0.986693,0.991008,1.000000
1.030848,0.975790,1.000000
0.966363,0.975935,1.000000
1.004254,1.018729,1.000000
1.043457,0.955806,1.000000
0.904510,0.985062,1.000000
1.032256,1.032537,1.000000
1.077567,1.049802,1.000000
1.017676,0.965754,1.000000
0.996798,0.971825,1.000000
1.045818,1.003064,1.000000
0.929129,0.981907,1.000000
0.934354,1.067232,1.000000
1.006826,0.980749,1.000000
0.954214,0.919631,1.000000
0.943173,0.925222,1.000000
1.014967,1.033897,1.000000
1.014429,1.004723,1.000000
1.055338,0.953048,1.000000
0.987047,1.003738,1.000000
1.030202,0.962506,1.000000
0.987314,0.901713,1.000000
0.983695,1.033480,1.000000
1.051100,0.922929,1.000000
1.000967,1.002539,1.000000
0.999164,1.010694,1.000000
1.024836,1.000466,1.000000
1.013299,0.989670,1.000000
1.034676,0.938790,1.000000
1.074635,0.975501,1.000000
0.986423,0.967727,1.000000
0.950093,1.024934,1.000000
1.030548,1.074043,1.000000
1.038479,1.030815,1.000000
1.032415,0.924034,1.000000
1.038551,1.016586,1.000000
0.976016,0.997949,1.000000
0.925990,0.989727,1.000000
1.065870,0.944565,1.000000
1.032887,0.909035,1.000000
0.966129,0.991254,1.000000
1.016147,1.043901,1.000000
0.995780,0.996868,1.000000
1.002731,0.996571,1.000000
1.046270,1.045062,1.000000
0.922234,0.990359,1.000000
0.961649,0.990028,1.000000
0.919505,1.028639,1.000000
1.030938,1.001556,1.000000
1.039685,0.971572,1.000000
0.968498,0.958079,1.000000
1.059259,1.067720,1.000000
1.040260,0.954753,1.000000
1.000837,0.998863,1.000000
0.999806,1.004997,1.000000
0.959245,1.061822,1.000000
1.009490,0.983222,1.000000
1.008302,0.934997,1.000000
1.024271,0.982969,1.000000
0.958804,0.929118,1.000000
1.001082,0.999929,1.000000
1.014735,0.983711,1.000000
0.999877,0.999605,1.000000
0.994465,1.015575,1.000000
0.989808,0.983249,1.000000
0.914549,1.034741,1.000000
0.952758,0.939953,1.000000
0.920461,1.054035,1.000000
0.980163,1.017157,1.000000
0.967998,1.041877,1.000000
0.947105,1.049315,1.000000
0.982878,1.010430,1.000000
0.986885,1.040608,1.000000
1.005293,0.954862,1.000000
1.022664,1.023649,1.000000
1.023718,1.064991,1.000000
0.988760,0.968875,1.000000
0.970486,0.943088,1.000000
1.045023,1.015667,1.000000
0.986724,1.006442,1.000000
1.011114,1.008807,1.000000
0.924106,0.937396,1.000000
1.029909,1.048933,1.000000
1.036233,0.963196,1.000000
0.946603,1.063130,1.000000
1.054094,0.987745,1.000000
0.976294,1.037108,1.000000
1.054213,0.959506,1.000000
0.978128,1.089257,1.000000
1.007802,1.045713,1.000000
1.007278,1.010868,1.000000
1.041539,1.083321,1.000000
0.992188,0.996905,1.000000
1.054367,0.976077,1.000000
1.037350,1.050257,1.000000
0.965365,1.014806,1.000000
1.018787,1.074460,1.000000
0.973944,1.050019,1.000000
0.937187,0.963516,1.000000
1.020230,1.047626,1.000000
1.042903,1.017714,1.000000
1.023346,0.982837,1.000000
1.018532,1.005969,1.000000
0.961418,0.953305,1.000000
0.932800,0.929039,1.000000
0.983458,0.938485,1.000000
0.979934,1.019044,1.000000
1.011757,0.980563,1.000000
0.998332,0.987143,1.000000
1.033204,1.031952,1.000000
0.994174,1.036357,1.000000
1.099254,1.004723,1.000000
1.029957,0.988467,1.000000
1.000000,-1.000000,1.000000
1.017087,-0.909222,1.000000
1.002597,-0.968279,1.000000
0.975211,-1.022012,1.000000
0.975556,-1.045680,1.000000
1.012881,-1.029110,1.000000
1.038563,-0.986400,1.000000
0.933893,-0.974427,1.000000
1.017946,-1.065772,1.000000
1.016763,-0.957316,1.000000
1.085370,-0.953894,1.000000
1.025750,-1.015552,1.000000
0.996793,-0.996949,1.000000
1.001915,-0.917347,1.000000
0.997557,-1.000508,1.000000
0.986490,-1.038372,1.000000
1.031114,-0.956317,1.000000
0.998734,-1.013927,1.000000
0.938936,-0.959119,1.000000
1.045690,-1.063896,1.000000
1.019682,-1.054725,1.000000
1.023299,-1.021603,1.000000
1.055616,-1.022435,1.000000
1.023764,-0.967227,1.000000
1.021936,-0.970195,1.000000
0.942078,-1.051052,1.000000
1.034718,-0.923724,1.000000
1.068728,-1.011961,1.000000
1.059082,-0.944363,1.000000
0.979584,-1.050865,1.000000
1.077900,-0.954745,1.000000
0.983843,-0.989814,1.000000
1.033741,-0.994371,1.000000
0.949074,-1.043907,1.000000
1.017299,-1.048351,1.000000
0.988035,-1.036436,1.000000
0.972955,-0.946366,1.000000
1.046448,-0.966287,1.000000
1.001163,-1.000337,1.000000
0.968721,-0.949155,1.000000
0.941584,-0.947254,1.000000
0.989482,-1.054254,1.000000
1.010259,-0.983469,1.000000
0.982158,-1.073573,1.000000
1.005319,-0.995943,1.000000
0.991191,-1.012020,1.000000
1.041002,-0.998588,1.000000
0.993168,-1.038083,1.000000
1.000594,-1.021872,1.000000
0.936586,-0.990792,1.000000
1.035846,-0.974761,1.000000
0.996609,-1.019018,1.000000
1.006750,-0.978760,1.000000
0.992441,-1.010227,1.000000
0.994357,-1.030575,1.000000
1.009999,-0.989616,1.000000
0.960215,-0.996964,1.000000
0.982473,-1.089653,1.000000
1.036875,-0.988842,1.000000
0.946670,-0.967249,1.000000
1.018097,-0.997060,1.000000
1.061543,-0.926496,1.000000
0.986342,-0.995823,1.000000
0.996452,-1.006932,1.000000
1.039832,-1.017786,1.000000
1.032302,-1.065621,1.000000
0.975407,-1.024468,1.000000
0.911695,-0.997423,1.000000
0.975990,-1.088281,1.000000
0.955479,-1.008563,1.000000
0.994247,-1.007667,1.000000
0.964605,-1.052042,1.000000
0.972194,-1.053911,1.000000
0.984563,-1.015964,1.000000
1.013738,-0.981200,1.000000
1.025328,-0.934119,1.000000
1.066796,-0.957812,1.000000
1.065075,-0.938449,1.000000
1.021811,-1.034696,1.000000
0.958287,-1.036016,1.000000
0.909118,-1.031045,1.000000
1.007419,-0.998333,1.000000
0.999749,-0.990877,1.000000
1.016230,-1.016143,1.000000
1.046667,-1.040236,1.000000
1.036568,-0.957067,1.000000
0.987130,-0.982603,1.000000
0.923628,-1.060213,1.000000
1.037234,-1.064625,1.000000
0.944343,-1.073454,1.000000
0.987465,-1.000803,1.000000
0.957666,-1.033726,1.000000
0.997348,-0.987561,1.000000
1.002403,-0.998948,1.000000
0.968410,-0.998504,1.000000
1.030371,-1.030931,1.000000
0.989329,-0.997619,1.000000
0.948976,-0.953446,1.000000
1.005054,-0.996579,1.000000
1.004985,-0.987433,1.000000
1.028041,-1.023609,1.000000
0.922992,-0.963786,1.000000
0.999273,-0.978229,1.000000
1.000499,-0.992645,1.000000
1.039647,-0.949671,1.000000
0.989426,-0.989134,1.000000
0.987374,-0.971434,1.000000
0.926053,-0.946481,1.000000
0.917247,-0.981091,1.000000
0.960909,-1.035825,1.000000
1.014576,-1.048672,1.000000
0.966270,-1.066174,1.000000
1.012574,-0.971635,1.000000
1.029475,-1.006550,1.000000
0.964430,-1.087727,1.000000
1.077957,-0.963556,1.000000
1.041477,-0.955595,1.000000
1.021311,-0.965645,1.000000
1.006592,-1.021306,1.000000
0.927498,-1.036054,1.000000
1.003006,-0.991950,1.000000
0.986344,-1.011304,1.000000
1.031502,-1.053983,1.000000
0.956696,-0.965073,1.000000
1.091044,-1.040751,1.000000
-1.000000,1.000000,1.000000
-0.981693,1.019116,1.000000
-1.021411,1.076192,1.000000
-0.931294,0.999657,1.000000
-1.048821,0.958263,1.000000
-0.937217,0.965135,1.000000
-0.996472,1.003515,1.000000
-1.000362,0.999872,1.000000
-0.976398,0.963909,1.000000
-1.023435,0.950261,1.000000
-1.017588,0.960395,1.000000
-0.986069,1.070891,1.000000
-1.038282,0.957928,1.000000
-1.023640,0.984131,1.000000
-0.947764,0.941669,1.000000
-1.019773,0.910915,1.000000
-1.001470,0.979700,1.000000
-1.001594,0.983669,1.000000
-0.965486,0.958868,1.000000
-1.016138,0.938858,1.000000
-0.930053,1.027691,1.000000
-0.966773,0.922486,1.000000
-1.072277,1.025404,1.000000
-1.002460,1.012582,1.000000
-1.030003,0.985348,1.000000
-1.045397,1.040177,1.000000
