-1.000000,-1.000000,-1.000000,1.000000
-1.006470,-0.962041,-1.054237,1.000000
-1.001238,-0.973885,-0.951005,1.000000
-0.946891,-1.057643,-0.952788,1.000000
-1.054813,-0.928639,-1.012210,1.000000
-1.040370,-1.017694,-1.078390,1.000000
-0.958123,-1.065029,-0.989510,1.000000
-1.043858,-0.971311,-0.928573,1.000000
-1.045851,-0.933808,-1.009896,1.000000
-1.037210,-0.954420,-1.060384,1.000000
-1.041765,-1.036465,-0.925775,1.000000
-1.007375,-0.987787,-1.019177,1.000000
-0.979968,-0.942798,-0.983752,1.000000
-0.922172,-0.990395,-0.988324,1.000000
-0.976779,-1.067271,-0.970397,1.000000
-0.928989,-1.001703,-0.942129,1.000000
-1.008877,-1.007529,-1.012383,1.000000
-0.943959,-1.017673,-0.997037,1.000000
-0.993495,-1.003835,-1.004604,1.000000
-1.009405,-1.000571,-0.994713,1.000000
-1.052840,-1.029133,-1.011410,1.000000
-0.997189,-0.995816,-0.997136,1.000000
-1.041793,-1.001620,-1.015369,1.000000
-0.943210,-1.048720,-1.050616,1.000000
-1.005245,-1.010491,-0.994470,1.000000
-1.000036,-1.004577,-1.005787,1.000000
-0.987691,-1.001424,-1.020747,1.000000
-0.952775,-1.042194,-1.021941,1.000000
-1.001061,-0.998669,-1.002845,1.000000
-0.993764,-0.984732,-0.995789,1.000000
-1.014324,-0.927753,-0.969884,1.000000
-1.032497,-0.979560,-0.998971,1.000000
-0.971467,-1.021333,-1.005256,1.000000
-1.008885,-0.975852,-0.975301,1.000000
-1.003428,-0.996292,-0.998146,1.000000
-1.002936,-1.003093,-1.002622,1.000000
-0.980281,-1.032182,-0.994961,1.000000
-1.024212,-1.019881,-1.019882,1.000000
-1.027828,-0.971368,-0.969984,1.000000
-0.984331,-1.011640,-0.991906,1.000000
-0.989683,-1.039551,-0.971718,1.000000
-0.997431,-1.001214,-1.008925,1.000000
-1.015195,-0.943516,-0.963914,1.000000
-0.972008,-0.976376,-0.976852,1.000000
-0.957999,-1.011451,-0.961773,1.000000
-0.999280,-1.008650,-0.997998,1.000000
-0.947305,-1.003037,-0.957721,1.000000
-0.956910,-1.004780,-1.044510,1.000000
-1.003684,-0.951210,-0.990479,1.000000
-1.001400,-0.995578,-0.995329,1.000000
-0.965692,-1.002955,-1.074885,1.000000
-1.014600,-1.033088,-1.033193,1.000000
-1.003914,-1.029629,-1.006495,1.000000
-1.056463,-0.924614,-0.977419,1.000000
-1.002158,-0.998422,-0.988207,1.000000
-0.976850,-0.983010,-0.984757,1.000000
-0.955903,-1.011169,-0.997135,1.000000
-1.015079,-1.009856,-1.018323,1.000000
-0.948423,-1.031376,-1.047212,1.000000
-1.003002,-1.005772,-1.003951,1.000000
-1.028801,-0.947465,-0.940128,1.000000
-0.955479,-1.006773,-0.981710,1.000000
-0.979403,-1.006301,-0.998278,1.000000
-1.087682,-1.040877,-1.018122,1.000000
-0.997921,-0.996578,-1.001485,1.000000
-1.069894,-1.031595,-0.946394,1.000000
-0.999949,-0.999894,-1.000098,1.000000
-1.005280,-1.001001,-0.988180,1.000000
-1.030644,-0.965996,-1.044043,1.000000
-1.055724,-0.948550,-1.064697,1.000000
-1.018456,-0.988897,-1.011801,1.000000
-1.024314,-0.989160,-1.010838,1.000000
-0.969088,-0.969502,-0.921236,1.000000
-1.069141,-0.994719,-0.947801,1.000000
-1.000400,-0.943129,-0.954209,1.000000
-1.020383,-0.926402,-1.017676,1.000000
-0.957333,-0.986670,-0.953751,1.000000
-1.036253,-0.944677,-1.058350,1.000000
-0.983343,-1.022141,-0.979253,1.000000
-1.050929,-0.950036,-0.986469,1.000000
-0.941264,-1.024646,-0.983145,1.000000
-0.943765,-1.011708,-1.018709,1.000000
-1.018976,-1.037046,-1.026793,1.000000
-1.067633,-0.971442,-1.015390,1.000000
-1.032196,-1.057419,-0.994784,1.000000
-0.964402,-0.984341,-0.967472,1.000000
-1.042456,-1.001195,-1.025169,1.000000
-1.000664,-0.995374,-0.997138,1.000000
-1.002388,-1.003198,-0.998176,1.000000
-0.992868,-0.974861,-0.984394,1.000000
-1.054737,-1.071365,-0.961027,1.000000
-0.990351,-1.013147,-0.987146,1.000000
-1.001411,-1.000369,-0.999911,1.000000
-1.004151,-1.001239,-0.999632,1.000000
-0.993005,-0.995025,-1.006529,1.000000
-0.992315,-0.971781,-1.010818,1.000000
-1.050492,-1.065406,-1.037815,1.000000
-0.949622,-1.050543,-0.975753,1.000000
-1.015435,-1.001350,-1.004897,1.000000
-0.983836,-1.048196,-0.929772,1.000000
-0.967316,-1.021308,-0.936553,1.000000
-0.956918,-1.027053,-0.947797,1.000000
-1.033701,-0.959685,-0.963576,1.000000
-0.940518,-1.030566,-0.985165,1.000000
-1.043052,-0.930257,-0.944005,1.000000
-0.970637,-1.001821,-1.003763,1.000000
-0.934619,-0.951566,-0.959265,1.000000
-1.044988,-0.983523,-1.023181,1.000000
-1.050635,-1.050202,-1.006377,1.000000
-1.037380,-1.074825,-1.007228,1.000000
-1.025184,-1.008037,-1.039271,1.000000
-0.992462,-0.991981,-1.011153,1.000000
-0.999346,-0.995610,-1.001728,1.000000
-1.012031,-0.970614,-1.020533,1.000000
-0.992624,-1.024213,-0.980382,1.000000
-0.964522,-1.058828,-1.013377,1.000000
-1.049031,-0.942053,-0.979978,1.000000
-1.030272,-1.033539,-1.037285,1.000000
-0.995192,-1.040448,-0.988582,1.000000
-0.977030,-0.988800,-1.008890,1.000000
-0.985530,-0.981146,-0.952783,1.000000
-1.000005,-1.000041,-1.000024,1.000000
-1.004688,-1.006378,-0.994181,1.000000
-1.044180,-1.064078,-0.939927,1.000000
-1.035002,-1.008817,-1.034261,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000210,-1.020169,1.007877,1.000000
-1.001123,-1.002254,0.998397,1.000000
-0.974767,-0.993323,1.020179,1.000000
-1.035669,-0.956785,1.011965,1.000000
-0.950719,-0.957781,1.036954,1.000000
-1.017489,-0.994214,0.987997,1.000000
-0.981023,-0.974950,1.019547,1.000000
-1.021524,-0.928545,0.944256,1.000000
-1.055258,-0.960877,1.053088,1.000000
-1.034569,-1.021686,1.019905,1.000000
-0.913541,-0.960167,1.007869,1.000000
-1.001572,-1.006790,1.005745,1.000000
-0.965936,-0.987489,1.006028,1.000000
-1.003190,-0.994693,0.998781,1.000000
-0.990588,-1.007148,0.986127,1.000000
-1.005248,-1.005046,1.010303,1.000000
-1.023641,-0.980238,1.015738,1.000000
-1.003692,-0.999283,0.995829,1.000000
-1.044191,-0.993620,1.075446,1.000000
-0.985092,-0.967870,0.947389,1.000000
-1.004013,-0.973956,1.057977,1.000000
-1.015462,-1.047510,1.063930,1.000000
-1.002042,-1.012169,0.992836,1.000000
-1.016522,-1.030871,0.940976,1.000000
-1.031006,-0.971992,0.997854,1.000000
-1.003864,-1.000652,0.980436,1.000000
-1.043865,-1.042219,0.979389,1.000000
-0.949264,-1.032276,0.971262,1.000000
-0.982760,-1.023215,0.983400,1.000000
-1.017314,-1.017218,0.994866,1.000000
-1.037489,-0.976254,0.964141,1.000000
-0.961215,-1.019644,0.956523,1.000000
-1.004039,-0.999917,0.997312,1.000000
-0.956753,-1.015397,0.972005,1.000000
-1.001088,-1.000349,1.001522,1.000000
-0.990685,-0.980749,1.001895,1.000000
-0.953207,-0.981654,1.033753,1.000000
-0.990783,-1.007034,1.005536,1.000000
-0.995091,-0.994517,1.002309,1.000000
-1.041649,-0.963222,1.060925,1.000000
-1.015909,-1.022573,1.024073,1.000000
-1.002526,-1.019211,0.988242,1.000000
-0.994684,-0.945328,0.940090,1.000000
-0.979626,-0.996332,1.018622,1.000000
-1.037218,-0.961599,0.926119,1.000000
-0.992304,-0.996206,0.994885,1.000000
-0.962932,-0.930003,1.041485,1.000000
-0.962103,-0.963082,0.922259,1.000000
-0.969248,-1.041774,0.935564,1.000000
-1.005878,-1.005755,1.013524,1.000000
-1.032923,-0.939039,0.953005,1.000000
-0.998325,-0.988730,0.990135,1.000000
-0.968637,-1.052207,1.058252,1.000000
-0.952752,-1.052414,1.016318,1.000000
-0.948981,-1.017007,0.997767,1.000000
-0.952193,-0.968194,0.989979,1.000000
-0.945191,-1.003982,1.033154,1.000000
-0.985516,-0.985093,0.979582,1.000000
-0.947826,-1.049475,0.931335,1.000000
-1.017662,-1.020140,0.978417,1.000000
-1.039973,-1.078373,1.043623,1.000000
-1.010681,-1.007463,1.008176,1.000000
-0.992106,-1.016068,1.015645,1.000000
-0.954601,-1.026805,0.973367,1.000000
-0.967341,-1.078408,0.956974,1.000000
-0.958207,-1.017606,0.993454,1.000000
-0.984996,-0.987429,1.053911,1.000000
-0.956670,-1.056202,1.048558,1.000000
-1.008699,-0.998427,0.992482,1.000000
-0.971577,-0.964781,1.016815,1.000000
